0, 0 
1, 2 
2, 2 
3, 0 
4, 0 
5, 1 
6, 0 
7, 3 
8, 2 
9, 1 
10, 1 
11, 1 
12, 2 
13, 1 
14, 1 
15, 2 
16, 4 
17, 1 
18, 2 
19, 0 
20, 3 
21, 1 
22, 2 
23, 6 
24, 13 
25, 18 
26, 31 
27, 33 
28, 46 
29, 91 
30, 207 
31, 80 
32, 1 
33, 0 
34, 0 
35, 0 
36, 0 
37, 1 
38, 1 
39, 0 
40, 0 
41, 0 
42, 0 
43, 0 
44, 1 
45, 1 
46, 0 
47, 0 
48, 2 
49, 0 
50, 1 
51, 0 
52, 4 
53, 0 
54, 1 
55, 0 
56, 1 
57, 1 
58, 2 
59, 2 
60, 0 
61, 3 
62, 4 
63, 5 
64, 5 
65, 29 
66, 94 
67, 215 
68, 316 
69, 380 
70, 412 
71, 433 
72, 441 
73, 442 
74, 470 
75, 443 
76, 463 
77, 474 
78, 425 
79, 414 
80, 464 
81, 441 
82, 466 
83, 483 
84, 472 
85, 475 
86, 458 
87, 473 
88, 464 
89, 498 
90, 484 
91, 477 
92, 469 
93, 511 
94, 521 
95, 461 
96, 505 
97, 500 
98, 494 
99, 463 
100, 498 
101, 484 
102, 485 
103, 481 
104, 501 
105, 477 
106, 533 
107, 505 
108, 507 
109, 528 
110, 546 
111, 557 
112, 545 
113, 546 
114, 550 
115, 535 
116, 588 
117, 548 
118, 552 
119, 613 
120, 554 
121, 576 
122, 598 
123, 609 
124, 649 
125, 624 
126, 611 
127, 666 
128, 619 
129, 663 
130, 690 
131, 626 
132, 691 
133, 643 
134, 626 
135, 691 
136, 693 
137, 699 
138, 679 
139, 710 
140, 710 
141, 703 
142, 710 
143, 702 
144, 762 
145, 785 
146, 798 
147, 799 
148, 768 
149, 789 
150, 796 
151, 879 
152, 869 
153, 860 
154, 864 
155, 834 
156, 876 
157, 924 
158, 899 
159, 930 
160, 953 
161, 984 
162, 964 
163, 958 
164, 972 
165, 957 
166, 966 
167, 975 
168, 937 
169, 957 
170, 995 
171, 969 
172, 931 
173, 1007 
174, 998 
175, 984 
176, 1035 
177, 1057 
178, 1071 
179, 1080 
180, 1130 
181, 1131 
182, 1187 
183, 1172 
184, 1303 
185, 1333 
186, 1436 
187, 1485 
188, 1514 
189, 1614 
190, 1547 
191, 1663 
192, 1674 
193, 1739 
194, 1692 
195, 1732 
196, 1758 
197, 1765 
198, 1796 
199, 1827 
200, 1731 
201, 1702 
202, 1525 
203, 1447 
204, 1337 
205, 1277 
206, 1253 
207, 1225 
208, 1215 
209, 1296 
210, 1283 
211, 1257 
212, 1273 
213, 1236 
214, 1277 
215, 1262 
216, 1262 
217, 1335 
218, 1347 
219, 1289 
220, 1310 
221, 1314 
222, 1398 
223, 1387 
224, 1394 
225, 1324 
226, 1362 
227, 1372 
228, 1371 
229, 1382 
230, 1314 
231, 1328 
232, 1265 
233, 1395 
234, 1247 
235, 1283 
236, 1325 
237, 1336 
238, 1384 
239, 1323 
240, 1372 
241, 1338 
242, 1327 
243, 1370 
244, 1325 
245, 1340 
246, 1279 
247, 1430 
248, 1361 
249, 1463 
250, 1362 
251, 1368 
252, 1447 
253, 1434 
254, 1336 
255, 1405 
256, 1490 
257, 1442 
258, 1451 
259, 1413 
260, 1467 
261, 1500 
262, 1415 
263, 1478 
264, 1442 
265, 1491 
266, 1444 
267, 1458 
268, 1468 
269, 1499 
270, 1445 
271, 1521 
272, 1508 
273, 1507 
274, 1508 
275, 1541 
276, 1569 
277, 1536 
278, 1480 
279, 1530 
280, 1492 
281, 1531 
282, 1546 
283, 1597 
284, 1501 
285, 1542 
286, 1464 
287, 1491 
288, 1548 
289, 1484 
290, 1505 
291, 1575 
292, 1501 
293, 1477 
294, 1520 
295, 1524 
296, 1567 
297, 1609 
298, 1506 
299, 1529 
300, 1507 
301, 1581 
302, 1591 
303, 1486 
304, 1443 
305, 1512 
306, 1525 
307, 1602 
308, 1634 
309, 1559 
310, 1591 
311, 1553 
312, 1621 
313, 1604 
314, 1609 
315, 1478 
316, 1568 
317, 1548 
318, 1529 
319, 1564 
320, 1586 
321, 1532 
322, 1576 
323, 1511 
324, 1497 
325, 1499 
326, 1562 
327, 1525 
328, 1546 
329, 1514 
330, 1568 
331, 1521 
332, 1631 
333, 1523 
334, 1524 
335, 1627 
336, 1497 
337, 1524 
338, 1523 
339, 1519 
340, 1571 
341, 1524 
342, 1535 
343, 1475 
344, 1580 
345, 1557 
346, 1529 
347, 1532 
348, 1539 
349, 1565 
350, 1523 
351, 1479 
352, 1487 
353, 1503 
354, 1527 
355, 1521 
356, 1475 
357, 1493 
358, 1499 
359, 1585 
360, 1542 
361, 1577 
362, 1582 
363, 1554 
364, 1605 
365, 1708 
366, 1727 
367, 1590 
368, 1671 
369, 1650 
370, 1649 
371, 1701 
372, 1761 
373, 1763 
374, 1895 
375, 2076 
376, 2329 
377, 2703 
378, 3215 
379, 3653 
380, 4101 
381, 4185 
382, 3952 
383, 3405 
384, 2765 
385, 2221 
386, 1924 
387, 1658 
388, 1627 
389, 1596 
390, 1531 
391, 1473 
392, 1519 
393, 1453 
394, 1411 
395, 1423 
396, 1426 
397, 1441 
398, 1437 
399, 1411 
400, 1403 
401, 1376 
402, 1463 
403, 1465 
404, 1527 
405, 1439 
406, 1446 
407, 1339 
408, 1429 
409, 1465 
410, 1389 
411, 1412 
412, 1372 
413, 1408 
414, 1475 
415, 1405 
416, 1397 
417, 1445 
418, 1378 
419, 1428 
420, 1471 
421, 1398 
422, 1462 
423, 1502 
424, 1422 
425, 1420 
426, 1498 
427, 1373 
428, 1432 
429, 1395 
430, 1359 
431, 1402 
432, 1350 
433, 1430 
434, 1320 
435, 1326 
436, 1404 
437, 1400 
438, 1315 
439, 1392 
440, 1419 
441, 1386 
442, 1431 
443, 1412 
444, 1371 
445, 1396 
446, 1430 
447, 1397 
448, 1405 
449, 1417 
450, 1417 
451, 1486 
452, 1349 
453, 1380 
454, 1378 
455, 1385 
456, 1386 
457, 1333 
458, 1343 
459, 1383 
460, 1406 
461, 1348 
462, 1407 
463, 1327 
464, 1372 
465, 1333 
466, 1386 
467, 1280 
468, 1298 
469, 1353 
470, 1397 
471, 1347 
472, 1355 
473, 1349 
474, 1323 
475, 1268 
476, 1279 
477, 1306 
478, 1266 
479, 1319 
480, 1303 
481, 1325 
482, 1292 
483, 1264 
484, 1237 
485, 1295 
486, 1232 
487, 1304 
488, 1209 
489, 1350 
490, 1291 
491, 1381 
492, 1280 
493, 1258 
494, 1258 
495, 1273 
496, 1370 
497, 1343 
498, 1299 
499, 1305 
500, 1304 
501, 1302 
502, 1223 
503, 1260 
504, 1288 
505, 1258 
506, 1292 
507, 1243 
508, 1393 
509, 1247 
510, 1323 
511, 1298 
512, 1285 
513, 1320 
514, 1257 
515, 1261 
516, 1242 
517, 1253 
518, 1302 
519, 1206 
520, 1206 
521, 1240 
522, 1170 
523, 1277 
524, 1224 
525, 1219 
526, 1192 
527, 1223 
528, 1199 
529, 1222 
530, 1153 
531, 1170 
532, 1185 
533, 1184 
534, 1199 
535, 1168 
536, 1221 
537, 1166 
538, 1248 
539, 1239 
540, 1257 
541, 1236 
542, 1205 
543, 1164 
544, 1193 
545, 1174 
546, 1071 
547, 1077 
548, 1224 
549, 1191 
550, 1197 
551, 1218 
552, 1201 
553, 1113 
554, 1186 
555, 1178 
556, 1129 
557, 1151 
558, 1087 
559, 1146 
560, 1106 
561, 1186 
562, 1121 
563, 1118 
564, 1190 
565, 1164 
566, 1189 
567, 1163 
568, 1159 
569, 1177 
570, 1129 
571, 1155 
572, 1140 
573, 1084 
574, 1121 
575, 1135 
576, 1082 
577, 1151 
578, 1071 
579, 1136 
580, 1134 
581, 1092 
582, 1061 
583, 1122 
584, 1055 
585, 1055 
586, 1045 
587, 1118 
588, 1109 
589, 1115 
590, 1061 
591, 1034 
592, 1117 
593, 1101 
594, 1074 
595, 1099 
596, 1116 
597, 1126 
598, 1093 
599, 1108 
600, 1101 
601, 1050 
602, 1119 
603, 1069 
604, 1171 
605, 1118 
606, 1145 
607, 1104 
608, 1124 
609, 1137 
610, 1146 
611, 1092 
612, 1151 
613, 1101 
614, 1133 
615, 1142 
616, 1139 
617, 1175 
618, 1124 
619, 1074 
620, 1127 
621, 1111 
622, 1137 
623, 1113 
624, 1102 
625, 1172 
626, 1129 
627, 1177 
628, 1164 
629, 1181 
630, 1101 
631, 1131 
632, 1053 
633, 1169 
634, 1165 
635, 1158 
636, 1116 
637, 1136 
638, 1163 
639, 1183 
640, 1109 
641, 1134 
642, 1140 
643, 1098 
644, 1097 
645, 1141 
646, 1114 
647, 1144 
648, 1187 
649, 1159 
650, 1149 
651, 1141 
652, 1136 
653, 1142 
654, 1120 
655, 1098 
656, 1144 
657, 1101 
658, 1218 
659, 1128 
660, 1213 
661, 1138 
662, 1108 
663, 1157 
664, 1160 
665, 1179 
666, 1088 
667, 1092 
668, 1099 
669, 1173 
670, 1073 
671, 1090 
672, 1084 
673, 1110 
674, 1115 
675, 1072 
676, 1104 
677, 1077 
678, 1024 
679, 967 
680, 1052 
681, 1103 
682, 1072 
683, 1012 
684, 1002 
685, 1037 
686, 1041 
687, 1022 
688, 1038 
689, 974 
690, 1016 
691, 1010 
692, 969 
693, 1039 
694, 1036 
695, 1040 
696, 985 
697, 958 
698, 1010 
699, 969 
700, 1004 
701, 1009 
702, 998 
703, 1035 
704, 1049 
705, 1016 
706, 1034 
707, 1041 
708, 1029 
709, 1076 
710, 1047 
711, 1079 
712, 1039 
713, 1055 
714, 1000 
715, 1087 
716, 1142 
717, 1186 
718, 1221 
719, 1319 
720, 1643 
721, 1873 
722, 2031 
723, 2190 
724, 2223 
725, 2285 
726, 2195 
727, 1941 
728, 1898 
729, 1771 
730, 1686 
731, 1732 
732, 1919 
733, 2065 
734, 2355 
735, 2406 
736, 2323 
737, 2053 
738, 1683 
739, 1432 
740, 1226 
741, 1091 
742, 1022 
743, 1022 
744, 989 
745, 998 
746, 994 
747, 988 
748, 909 
749, 972 
750, 937 
751, 978 
752, 981 
753, 922 
754, 922 
755, 950 
756, 964 
757, 925 
758, 837 
759, 890 
760, 879 
761, 935 
762, 946 
763, 881 
764, 904 
765, 896 
766, 897 
767, 898 
768, 907 
769, 924 
